N3|synonym|心配する|しんぱいする|to worry|v|気にする|きにする|to mind; to be bothered|v|気にする is smaller and more personal — being bothered by something.
N3|synonym|全て|すべて|all; everything|n|全部|ぜんぶ|all; the whole|n|全て is written and slightly formal; 全部 is the spoken norm.
N3|synonym|成長する|せいちょうする|to grow; to develop|v|育つ|そだつ|to grow up|v|育つ is about a living thing being raised; 成長する also covers companies and skills.
N3|synonym|相談する|そうだんする|to consult; to discuss|v|話し合う|はなしあう|to talk over|v|相談する is asking for advice; 話し合う is two sides working it out together.
N3|synonym|だから|だから|so; therefore|exp|そのため|そのため|for that reason|exp|そのため is written and neutral; だから can sound blunt when defending yourself.
N3|synonym|たくさん|たくさん|a lot; many|adv|いっぱい|いっぱい|full; lots|adv|いっぱい is casual and originally means full to the brim.
N3|synonym|多分|たぶん|probably; maybe|adv|おそらく|おそらく|probably; likely|adv|おそらく is more formal and sounds more confident than 多分.
N3|synonym|注意する|ちゅういする|to be careful; to warn|v|気をつける|きをつける|to take care|v|注意する also means to warn someone off, which 気をつける never does.
N3|synonym|ついに|ついに|finally; in the end|adv|とうとう|とうとう|finally; ultimately|adv|とうとう often precedes an unwanted outcome; ついに suits a long-awaited one.
N3|synonym|常に|つねに|always; constantly|adv|いつも|いつも|always; usually|adv|常に is written and absolute; いつも allows for exceptions.
N3|synonym|到着する|とうちゃくする|to arrive|v|着く|つく|to arrive; to reach|v|到着する suits announcements and schedules; 着く is conversational.
N3|synonym|特に|とくに|especially; particularly|adv|特別に|とくべつに|specially|adv|特別に means done as a special case; 特に singles one thing out.
N3|synonym|努力する|どりょくする|to make an effort|v|頑張る|がんばる|to do one's best|v|頑張る is spoken encouragement; 努力する is sustained, described effort.
N3|synonym|値段|ねだん|price|n|価格|かかく|price; value|n|価格 is the formal written term used in business and economics.
N3|synonym|能力|のうりょく|ability; capacity|n|力|ちから|power; strength|n|能力 is a measurable skill; 力 is broader and includes physical strength.
N3|synonym|非常に|ひじょうに|extremely; very|adv|とても|とても|very|adv|非常に belongs in writing and formal speech; とても is everyday.
N3|synonym|不足する|ふそくする|to be insufficient|v|足りない|たりない|to be not enough|exp|不足する is written and formal; 足りない is what you say out loud.
N3|synonym|平気|へいき|unfazed; fine|na|大丈夫|だいじょうぶ|all right; okay|na|平気 stresses being unbothered; 大丈夫 answers whether there is a problem.
N3|synonym|変化する|へんかする|to change; to shift|v|変わる|かわる|to change|v|変化する is analytical and suits writing; 変わる is the everyday verb.
N3|synonym|ほぼ|ほぼ|almost; nearly|adv|だいたい|だいたい|roughly; about|adv|ほぼ is closer to exact; だいたい is a looser approximation.
N3|synonym|まもなく|まもなく|shortly; before long|adv|そろそろ|そろそろ|soon; about time|adv|まもなく belongs to announcements; そろそろ signals it is time to act.
N3|synonym|目的|もくてき|purpose; aim|n|目標|もくひょう|goal; target|n|目的 is why you are doing it; 目標 is the measurable target you aim at.
N3|synonym|もちろん|もちろん|of course|adv|当然|とうぜん|naturally; as expected|adv|当然 can sound presumptuous about others' obligations; もちろん is safe.
N3|synonym|最も|もっとも|the most|adv|一番|いちばん|the most; number one|adv|最も is written and formal; 一番 is the spoken superlative.
N3|synonym|やっと|やっと|finally; at last|adv|ようやく|ようやく|finally; at length|adv|やっと carries relief after a struggle; ようやく is more neutral and written.
N3|synonym|様子|ようす|appearance; state|n|状態|じょうたい|condition; state|n|様子 is what you can observe; 状態 is the objective condition.
N3|synonym|理解する|りかいする|to understand; to comprehend|v|分かる|わかる|to understand|v|理解する is deliberate comprehension; 分かる is simply knowing or getting it.
N3|synonym|立派|りっぱ|splendid; fine|na|素晴らしい|すばらしい|wonderful|ia|立派 praises something built or achieved to a high standard.
N3|synonym|利用する|りようする|to use; to make use of|v|使う|つかう|to use|v|利用する implies using a service or resource well; 使う is any physical use.
N3|synonym|連絡する|れんらくする|to contact; to get in touch|v|知らせる|しらせる|to inform; to notify|v|知らせる is one-way news; 連絡する implies keeping someone in the loop.
N3|antonym|温かい|あたたかい|warm (feelings, food)|ia|冷たい|つめたい|cold; unfeeling|ia|温かい uses this kanji for food and human warmth; 暖かい is for weather.
N3|antonym|集まる|あつまる|to gather (intransitive)|v|散る|ちる|to scatter; to fall|v|散る is also what blossoms do.
N3|antonym|現れる|あらわれる|to appear|v|消える|きえる|to disappear|v|
N3|antonym|安全|あんぜん|safety; safe|na|危険|きけん|danger; dangerous|na|危ない is the everyday spoken equivalent of 危険.
N3|antonym|浮かぶ|うかぶ|to float; to come to mind|v|沈む|しずむ|to sink|v|浮かぶ also covers an idea surfacing: いい案が浮かぶ.
N3|antonym|受ける|うける|to receive; to take|v|与える|あたえる|to give; to grant|v|与える is formal and often used for abstract things: 影響を与える.
N3|antonym|得る|える|to obtain; to gain|v|失う|うしなう|to lose|v|失う is for abstract loss; なくす is for misplacing things.
N3|antonym|往復|おうふく|round trip|n|片道|かたみち|one way|n|
N3|antonym|表|おもて|the front; the surface|n|裏|うら|the back; the reverse|n|裏 also means behind the scenes or hidden.
N3|antonym|開店|かいてん|opening a shop|n|閉店|へいてん|closing a shop|n|
N3|antonym|過去|かこ|the past|n|未来|みらい|the future|n|未来 is the distant future; 将来 is one's own foreseeable future.
N3|antonym|完全|かんぜん|complete; perfect|na|不完全|ふかんぜん|incomplete|na|
N3|antonym|加える|くわえる|to add|v|除く|のぞく|to exclude; to remove|v|
N3|antonym|健康|けんこう|health; healthy|n|病気|びょうき|illness|n|
N3|antonym|現在|げんざい|the present; now|n|過去|かこ|the past|n|現在 is the written and formal counterpart of 今.
N3|antonym|濃い|こい|strong; thick; dark|ia|薄い|うすい|weak; thin; pale|ia|Used for flavour, colour and coffee alike.
N3|antonym|国内|こくない|domestic; within the country|n|海外|かいがい|overseas; abroad|n|外国 is any foreign country; 海外 stresses being outside Japan.
N3|antonym|最高|さいこう|the best; highest|n|最低|さいてい|the worst; lowest|n|Both double as slang: 最高 for great, 最低 for despicable.
N3|antonym|賛成|さんせい|agreement; approval|n|反対|はんたい|opposition; the opposite|n|反対 also means the reverse side or direction.
N3|antonym|幸せ|しあわせ|happiness; happy|na|不幸|ふこう|misfortune; unhappy|na|
N3|antonym|自信|じしん|confidence|n|不安|ふあん|anxiety; unease|n|
N3|antonym|十分|じゅうぶん|enough; sufficient|na|不十分|ふじゅうぶん|insufficient|na|
N3|antonym|出勤|しゅっきん|going to work|n|欠勤|けっきん|absence from work|n|
N3|antonym|出席|しゅっせき|attendance|n|欠席|けっせき|absence|n|
N3|antonym|上級|じょうきゅう|advanced level|n|初級|しょきゅう|beginner level|n|中級 sits between them.
N3|antonym|信じる|しんじる|to believe; to trust|v|疑う|うたがう|to doubt; to suspect|v|
N3|antonym|成功|せいこう|success|n|失敗|しっぱい|failure|n|Both take する.
N3|antonym|全体|ぜんたい|the whole|n|部分|ぶぶん|a part|n|
N3|antonym|先輩|せんぱい|senior; older colleague|n|後輩|こうはい|junior; younger colleague|n|Defined by when you joined, not by age.
N3|antonym|増加|ぞうか|increase|n|減少|げんしょう|decrease|n|The written pair used in reports and news; 増える and 減る are spoken.
N3|antonym|助ける|たすける|to help; to rescue|v|邪魔する|じゃまする|to get in the way|v|
N3|antonym|単純|たんじゅん|simple|na|複雑|ふくざつ|complicated|na|単純 can imply simplistic about a person; 簡単 is neutral about tasks.
N3|antonym|中止|ちゅうし|cancellation|n|実行|じっこう|carrying out; execution|n|
N3|antonym|都会|とかい|city; urban area|n|田舎|いなか|countryside|n|田舎 can sound dismissive; 地方 is the neutral term.
N3|antonym|得|とく|gain; a good deal|n|損|そん|loss; a bad deal|n|Everyday money words: 得をする, 損をする.
N3|antonym|得意|とくい|good at; one's strength|na|苦手|にがて|bad at; not one's thing|na|Use these about yourself, where 上手 and 下手 would sound wrong.
N3|antonym|入院|にゅういん|hospitalization|n|退院|たいいん|leaving hospital|n|
N3|antonym|昇る|のぼる|to rise (sun, moon)|v|沈む|しずむ|to set; to sink|v|
N3|antonym|必要|ひつよう|necessary; need|na|不要|ふよう|unnecessary|na|不要 appears on forms and notices; 要らない is the spoken version.
N3|antonym|平和|へいわ|peace|n|戦争|せんそう|war|n|
N3|antonym|褒める|ほめる|to praise|v|叱る|しかる|to scold|v|
N3|antonym|守る|まもる|to protect; to keep|v|破る|やぶる|to break; to violate|v|The standard pair for promises and rules: 約束を守る, 約束を破る.
N3|antonym|満足|まんぞく|satisfaction|n|不満|ふまん|dissatisfaction|n|
N3|antonym|味方|みかた|ally; supporter|n|敵|てき|enemy; opponent|n|
N3|antonym|認める|みとめる|to acknowledge; to admit|v|否定する|ひていする|to deny|v|
N3|antonym|珍しい|めずらしい|rare; unusual|ia|普通|ふつう|ordinary; usual|na|珍しい often carries mild admiration or surprise.
N3|antonym|優しい|やさしい|kind; gentle|ia|厳しい|きびしい|strict; harsh|ia|厳しい also describes tough conditions, not only people.
N3|antonym|有名|ゆうめい|famous|na|無名|むめい|unknown; obscure|na|
N3|antonym|有利|ゆうり|advantageous|na|不利|ふり|disadvantageous|na|
N3|antonym|有料|ゆうりょう|paid; requiring a fee|n|無料|むりょう|free of charge|n|ただ is the casual spoken word for free.
N3|antonym|輸入|ゆにゅう|import|n|輸出|ゆしゅつ|export|n|
N3|antonym|許す|ゆるす|to allow; to forgive|v|禁止する|きんしする|to prohibit|v|
N3|antonym|予習|よしゅう|preparation before class|n|復習|ふくしゅう|review after class|n|
N3|antonym|若い|わかい|young|ia|年寄り|としより|elderly person|n|お年寄り is the polite form; calling someone 年寄り directly is rude.
