N4|antonym|貯める|ためる|to save up|v|使う|つかう|to spend; to use|v|
N4|antonym|男性|だんせい|man; male|n|女性|じょせい|woman; female|n|The polite pair used on forms and in public notices.
N4|antonym|続ける|つづける|to continue|v|やめる|やめる|to quit; to stop|v|
N4|antonym|出口|でぐち|exit|n|入口|いりぐち|entrance|n|
N4|antonym|特別|とくべつ|special|na|普通|ふつう|ordinary; normal|na|
N4|antonym|年上|としうえ|older; senior|n|年下|としした|younger; junior|n|
N4|antonym|入学|にゅうがく|entering a school|n|卒業|そつぎょう|graduation|n|
N4|antonym|濡れる|ぬれる|to get wet|v|乾く|かわく|to dry|v|
N4|antonym|登る|のぼる|to climb|v|下りる|おりる|to descend|v|
N4|antonym|始める|はじめる|to begin (something)|v|終える|おえる|to finish (something)|v|Transitive pair; 終わる is the more common intransitive.
N4|antonym|働く|はたらく|to work|v|休む|やすむ|to rest; to take time off|v|
N4|antonym|冷やす|ひやす|to chill (something)|v|温める|あたためる|to warm (something)|v|Transitive pair. Intransitive: 冷える and 温まる.
N4|antonym|開く|ひらく|to open (out)|v|閉じる|とじる|to close; to shut|v|Used for books, eyes, meetings and shops rather than doors.
N4|antonym|昼間|ひるま|daytime|n|夜中|よなか|the middle of the night|n|
N4|antonym|増える|ふえる|to increase|v|減る|へる|to decrease|v|Intransitive pair. Transitive: 増やす and 減らす.
N4|antonym|深い|ふかい|deep|ia|浅い|あさい|shallow|ia|Both extend to knowledge and sleep: 深い眠り, 浅い知識.
N4|antonym|太る|ふとる|to gain weight|v|痩せる|やせる|to lose weight|v|Usually in the ている form: 太っている describes a current state.
N4|antonym|増やす|ふやす|to increase (something)|v|減らす|へらす|to reduce (something)|v|Transitive pair, so they take を: 人数を増やす.
N4|antonym|昔|むかし|the past; long ago|n|今|いま|now; the present|n|
N4|antonym|楽|らく|easy; comfortable|na|大変|たいへん|tough; hard going|na|楽 is about low effort, 簡単 about low difficulty.
N4|antonym|笑う|わらう|to laugh; to smile|v|泣く|なく|to cry|v|
