N5|antonym|上|うえ|above; on top|n|下|した|below; under|n|
N5|antonym|多い|おおい|many; much|ia|少ない|すくない|few; little|ia|Neither works directly before a noun — say 多くの人, not 多い人.
N5|antonym|大きい|おおきい|big; large|ia|小さい|ちいさい|small; little|ia|
N5|antonym|起きる|おきる|to get up; to wake|v|寝る|ねる|to go to bed; to sleep|v|
N5|antonym|教える|おしえる|to teach; to tell|v|習う|ならう|to learn (from someone)|v|習う implies a teacher; 勉強する does not.
N5|antonym|押す|おす|to push|v|引く|ひく|to pull|v|
N5|antonym|男|おとこ|man; male|n|女|おんな|woman; female|n|Bare 男 and 女 sound blunt; 男性 and 女性 are the polite forms.
N5|antonym|同じ|おなじ|the same|n|違う|ちがう|to differ; to be wrong|v|違う is a verb, so the natural negative of 同じ is 同じじゃない or 違います.
N5|antonym|覚える|おぼえる|to memorize; to learn|v|忘れる|わすれる|to forget|v|
N5|antonym|重い|おもい|heavy|ia|軽い|かるい|light (in weight)|ia|
N5|antonym|買う|かう|to buy|v|売る|うる|to sell|v|
N5|antonym|貸す|かす|to lend|v|借りる|かりる|to borrow|v|
N5|antonym|北|きた|north|n|南|みなみ|south|n|
N5|antonym|きれい|きれい|clean; pretty|na|汚い|きたない|dirty; messy|na|きれい is a な-adjective despite ending in い.
N5|antonym|静か|しずか|quiet|na|にぎやか|にぎやか|lively; bustling|na|にぎやか is positive; うるさい is the negative version of noisy.
N5|antonym|上手|じょうず|skillful; good at|na|下手|へた|unskillful; bad at|na|Never use 上手 about yourself — say 得意 instead.
N5|antonym|好き|すき|liked; fond of|na|嫌い|きらい|disliked; hated|na|Both take が for the thing liked: 猫が好きです.
N5|antonym|高い|たかい|tall; high|ia|低い|ひくい|low; short (in height)|ia|高い has two opposites: 低い for height and 安い for price.
N5|antonym|高い|たかい|expensive|ia|安い|やすい|cheap; inexpensive|ia|安い can imply cheap in quality, so 手ごろ is safer when praising a price.
N5|antonym|立つ|たつ|to stand|v|座る|すわる|to sit|v|
N5|antonym|強い|つよい|strong|ia|弱い|よわい|weak|ia|
N5|antonym|出る|でる|to go out; to leave|v|入る|はいる|to enter|v|
N5|antonym|遠い|とおい|far|ia|近い|ちかい|near; close|ia|
N5|antonym|中|なか|inside|n|外|そと|outside|n|
N5|antonym|長い|ながい|long|ia|短い|みじかい|short|ia|
N5|antonym|夏|なつ|summer|n|冬|ふゆ|winter|n|
N5|antonym|乗る|のる|to board; to ride|v|降りる|おりる|to get off|v|Both take に for the vehicle: バスに乗る, バスを降りる takes を.
N5|antonym|始まる|はじまる|to begin|v|終わる|おわる|to end|v|Intransitive pair. Transitive: 始める and 終える.
N5|antonym|早い|はやい|early|ia|遅い|おそい|late|ia|早い is about timing, 速い about speed; 遅い covers both.
N5|antonym|速い|はやい|fast; quick|ia|遅い|おそい|slow|ia|Same reading as 早い but written differently: 速い is speed.
N5|antonym|春|はる|spring|n|秋|あき|autumn; fall|n|
N5|antonym|東|ひがし|east|n|西|にし|west|n|
N5|antonym|昼|ひる|daytime; noon|n|夜|よる|night|n|
N5|antonym|広い|ひろい|wide; spacious|ia|狭い|せまい|narrow; cramped|ia|
N5|antonym|太い|ふとい|thick (around)|ia|細い|ほそい|thin; slender|ia|For a person's body use 太っている and 痩せている instead.
N5|antonym|便利|べんり|convenient|na|不便|ふべん|inconvenient|na|
N5|antonym|前|まえ|front; before|n|後ろ|うしろ|behind|n|後ろ is physical. The time-opposite of 前 is 後 (あと).
N5|antonym|右|みぎ|right|n|左|ひだり|left|n|
N5|antonym|難しい|むずかしい|difficult|ia|易しい|やさしい|easy|ia|易しい shares its reading with 優しい (kind) — the kanji keeps them apart.
N5|antonym|良い|よい|good|ia|悪い|わるい|bad|ia|良い is read いい in casual speech, but conjugates as よい (よくない, よかった).
